text,is_ai_generated,source,domain,prompt_group
"Worst purchase ever!! Bought two, both broken within a month. Terrible quality, terrible customer service.",1,ai_minimax,review,review_topic20
"""This stroller was a waste of money. It's heavy, hard to fold, and the wheels got stuck every time we went out. Totally not worth it for a busy parent like me.  I'm returning it and looking for a better option""",1,ai_mistralai,review,review_topic21
"I absolutly loved the design and how easy it was to fold, I would recommend it 100% if it just wasn't so heavy. It's a bit more cumbersome than I had hoped.",1,ai_minimax,review,review_topic21
"I absolutely love this stroller! It's easy to fold, maneuver and has a spacious basket. My baby seems comfy too. Best purchase ever!",1,ai_mistralai,review,review_topic21
"I just love this stroller! It's easy to fold, and my grandkids seems comfortable.  I had trouble with mine back in the day, but this thing is a dream. Definitely recommend.",1,ai_minimax,review,review_topic21
"I'm extremely disappointed with this vacuum. It's weak, noisy, and barely picks up anything. Complete waste of money.",1,ai_mistralai,review,review_topic22
"I bought this car vacuum expecting a quick clean, but it's so weak it barely picks up anything. The hose easily gets tangled, and it’s extremely loud, which is a big issue if you're like me and value that precious silence and focus while gaming, and you're trying to keep your gaming space tidy you won't be happy with this.",1,ai_minimax,review,review_topic22
"This car vacuum has been a game-changer for keeping my office space clean. The compact design and long cord make it easy to use in tight spaces, and the powerful suction picks up everything from crumbs to dust.  The HEPA filter ensures that allergens are trapped, which is great for my allergies. Plus, it's lightweight and easy to store, so I don't have to worry about finding a spot for it in my office. Highly recommended for anyone looking for a convenient and effective cleaning solution.",1,ai_mistralai,review,review_topic22
"I'm frustrated with this car vacuum. It lacks suction after just a few uses, and the battery drains way too quickly. I can't afford to constantly replace batteries, and the mess left behind makes cleaning feel like a waste of time. Not worth the money.",1,ai_minimax,review,review_topic22
"This kettle is extremely slow to boil, heats water unevenly and the cable is too short to be convenient.  Wouldn't recommend.",1,ai_mistralai,review,review_topic23
"This car vacuum is a game-changer! It's powerful, lightweight, and fits perfectly in my small car. Picks up crumbs and dust in a flash. Highly recommend!",1,ai_minimax,review,review_topic22
"This electric kettle boils water quickly and heats up evenly, making morning tea a breeze. However, the power cord is quite short and it's a bit noisy when it's working.",1,ai_mistralai,review,review_topic23
"Took forever to boil, water mark streaks left on counter and plugs easily to be unplugged.",1,ai_minimax,review,review_topic23
"Honestly, this kettle is a dorm lifesaver! Boils water super fast for instant ramen, coffee, and tea. Compact size fits perfectly on my tiny desk. Heats evenly, easy to clean, and looks sleek. Totally worth it for the price—every student needs one!",1,ai_minimax,review,review_topic23
"This electric kettle has been a game-changer in my cafe, boiling water quickly and efficiently, keeping my customers happy and my baristas less stressed.",1,ai_mistralai,review,review_topic23
This sunscreen goes on smoothly and protects well but left me feeling greasy and smelling like a beach ball.,1,ai_mistralai,review,review_topic24
"I expected better from a ""natural"" sunscreen. It left a greasy residue and didn't absorb well. Worst of all, it caused a rash. I'll be sticking to other brands.",1,ai_minimax,review,review_topic24
"This sunscreen is great for the beach, but it smells horrible and leaves a weird white cast.",1,ai_mistralai,review,review_topic24
Wasted my lunch break reapplying this sunscreen. Still got burnt through my office window. Complete waste of money.,1,ai_minimax,review,review_topic24
"I'm torn on this face moisturizer. It absorbs quickly and leaves my skin feeling soft, but it doesn't seem to last all day. it feels nice but I need to reapply, which is a bit inconvenient. Also, the scent is quite strong.",1,ai_mistralai,review,review_topic25
"The sunscreen is lightweight and smells great. It absorbs well and provides good coverage, but I noticed it left a slight white cast on my face, which was a bit annoying. And it tends to leave the skin feeling a bit sticky for me.",1,ai_minimax,review,review_topic24
"I've been using this face moisturizer for a few weeks now, and it's a bit of a mixed bag. It absorbs quickly and leaves my skin feeling soft, which I love. However, I notice my skin feels tight and slightly dry after a few hours, and I don’t always have time to reapply is when I’m busy with the kids. The packaging makes it easy to use, and the price is reasonable and according to my skin type, the results are lackluster.",1,ai_minimax,review,review_topic25
"I've been using this face moisturizer for a month now. It's lightweight and absorbs quickly, which is great for my busy days. My skin feels hydrated, and it hasn't broken me out, which is always a concern. However, the scent is a bit strong for me, and I wish it had a pump instead of a jar to keep it fresher.",1,ai_mistralai,review,review_topic25
